  5.00000   2.05262   1.00000
  5.78947   4.79287   1.00000
  6.57895   7.28235   1.00000
  7.36842   4.35163   1.00000
  8.15789   6.26475   1.00000
  8.94737   6.86796   1.00000
  9.73684   5.81606   1.00000
 10.52632   5.74047   1.00000
 11.31579   9.58674   1.00000
 12.10526   9.54363   1.00000
 12.89474   7.00857   1.00000
 13.68421   9.14246   1.00000
 14.47368   9.32472   1.00000
 15.26316   8.86083   1.00000
 16.05263  10.34649   1.00000
 16.84211  10.45985   1.00000
 17.63158  11.86136   1.00000
 18.42105  10.24716   1.00000
 19.21053  11.03620   1.00000
 20.00000  11.29005   1.00000
