  5.00000   4.91465   1.00000
  5.78947   4.50783   1.00000
  6.57895   5.49298   1.00000
  7.36842   5.00566   1.00000
  8.15789   6.62645   1.00000
  8.94737   6.52201   1.00000
  9.73684   6.01137   1.00000
 10.52632   6.61819   1.00000
 11.31579   7.15881   1.00000
 12.10526   8.16546   1.00000
 12.89474   9.11058   1.00000
 13.68421   9.17848   1.00000
 14.47368   9.66452   1.00000
 15.26316   9.61938   1.00000
 16.05263  10.39284   1.00000
 16.84211   8.70357   1.00000
 17.63158   8.56209   1.00000
 18.42105  10.19130   1.00000
 19.21053  13.38041   1.00000
 20.00000  14.85061   1.00000
