  5.00000   3.64360   1.00000
  5.78947   5.77463   1.00000
  6.57895   5.58725   1.00000
  7.36842   6.00511   1.00000
  8.15789   6.47812   1.00000
  8.94737   6.92251   1.00000
  9.73684   7.13116   1.00000
 10.52632   5.68485   1.00000
 11.31579   9.33280   1.00000
 12.10526   7.14168   1.00000
 12.89474   7.88502   1.00000
 13.68421   9.70056   1.00000
 14.47368   8.65770   1.00000
 15.26316  10.90155   1.00000
 16.05263  11.05366   1.00000
 16.84211  10.84808   1.00000
 17.63158   9.72041   1.00000
 18.42105  11.64350   1.00000
 19.21053  12.49533   1.00000
 20.00000  11.45872   1.00000
