  5.00000   3.54434   1.00000
  5.78947   4.61250   1.00000
  6.57895   5.59595   1.00000
  7.36842   6.67854   1.00000
  8.15789   6.69936   1.00000
  8.94737   6.51779   1.00000
  9.73684   8.28641   1.00000
 10.52632   8.76163   1.00000
 11.31579   7.71017   1.00000
 12.10526   8.30959   1.00000
 12.89474   7.90206   1.00000
 13.68421  10.69885   1.00000
 14.47368  10.06120   1.00000
 15.26316   7.39101   1.00000
 16.05263   8.92915   1.00000
 16.84211  11.10533   1.00000
 17.63158  11.67276   1.00000
 18.42105  10.80432   1.00000
 19.21053  10.01537   1.00000
 20.00000  11.18526   1.00000
