  5.00000   5.52772   1.00000
  5.78947   5.48605   1.00000
  6.57895   6.16195   1.00000
  7.36842   7.83816   1.00000
  8.15789   7.94745   1.00000
  8.94737   7.59573   1.00000
  9.73684   7.39328   1.00000
 10.52632   6.39962   1.00000
 11.31579   8.74620   1.00000
 12.10526   7.91675   1.00000
 12.89474   8.24951   1.00000
 13.68421  10.51399   1.00000
 14.47368  11.01698   1.00000
 15.26316  10.72856   1.00000
 16.05263  11.37235   1.00000
 16.84211  10.36577   1.00000
 17.63158  11.79399   1.00000
 18.42105  12.74887   1.00000
 19.21053  12.40173   1.00000
 20.00000  12.36125   1.00000
