  5.00000   6.12435   1.00000
  5.78947   4.28298   1.00000
  6.57895   4.76130   1.00000
  7.36842   4.61124   1.00000
  8.15789   6.94435   1.00000
  8.94737   4.17215   1.00000
  9.73684   8.61323   1.00000
 10.52632   6.50195   1.00000
 11.31579   7.97693   1.00000
 12.10526   7.80326   1.00000
 12.89474   9.90948   1.00000
 13.68421   6.78196   1.00000
 14.47368   8.91442   1.00000
 15.26316   9.24752   1.00000
 16.05263  11.16009   1.00000
 16.84211   9.32116   1.00000
 17.63158  10.64336   1.00000
 18.42105  10.33267   1.00000
 19.21053  11.64748   1.00000
 20.00000  12.58282   1.00000
