  5.00000   5.16064   1.00000
  5.78947   5.72165   1.00000
  6.57895   5.91068   1.00000
  7.36842   4.79408   1.00000
  8.15789   6.43792   1.00000
  8.94737   6.66495   1.00000
  9.73684   8.60125   1.00000
 10.52632   7.23220   1.00000
 11.31579   8.98806   1.00000
 12.10526   8.35577   1.00000
 12.89474   9.82714   1.00000
 13.68421   8.07911   1.00000
 14.47368   9.54763   1.00000
 15.26316   9.94015   1.00000
 16.05263   9.38778   1.00000
 16.84211   9.94497   1.00000
 17.63158   9.96848   1.00000
 18.42105  11.16030   1.00000
 19.21053  12.78044   1.00000
 20.00000  11.81443   1.00000
