  5.00000   6.45273   1.00000
  5.78947   4.82666   1.00000
  6.57895   5.11367   1.00000
  7.36842   6.25279   1.00000
  8.15789   5.76599   1.00000
  8.94737   5.35885   1.00000
  9.73684   7.53259   1.00000
 10.52632   9.76463   1.00000
 11.31579   6.49275   1.00000
 12.10526   7.97756   1.00000
 12.89474  10.01609   1.00000
 13.68421   8.99666   1.00000
 14.47368  10.27625   1.00000
 15.26316   9.92205   1.00000
 16.05263  11.16053   1.00000
 16.84211   9.80397   1.00000
 17.63158  10.87460   1.00000
 18.42105   9.47009   1.00000
 19.21053  13.30647   1.00000
 20.00000  11.23030   1.00000
