  5.00000   5.17279   1.00000
  5.78947   4.60849   1.00000
  6.57895   5.91331   1.00000
  7.36842   5.97363   1.00000
  8.15789   6.83423   1.00000
  8.94737   6.46586   1.00000
  9.73684   6.85641   1.00000
 10.52632   6.96404   1.00000
 11.31579   7.82481   1.00000
 12.10526   7.81666   1.00000
 12.89474   8.65411   1.00000
 13.68421   9.44041   1.00000
 14.47368   8.87027   1.00000
 15.26316   9.94142   1.00000
 16.05263   9.94234   1.00000
 16.84211  10.93980   1.00000
 17.63158  10.75485   1.00000
 18.42105  10.95081   1.00000
 19.21053  11.14756   1.00000
 20.00000  12.84401   1.00000
