  5.00000   3.81149   1.00000
  5.78947   3.77077   1.00000
  6.57895   5.33811   1.00000
  7.36842   5.97182   1.00000
  8.15789   6.17693   1.00000
  8.94737   6.14238   1.00000
  9.73684   6.93125   1.00000
 10.52632   9.50578   1.00000
 11.31579   9.02289   1.00000
 12.10526   8.28431   1.00000
 12.89474   7.06723   1.00000
 13.68421   8.17354   1.00000
 14.47368   9.11486   1.00000
 15.26316   7.77556   1.00000
 16.05263   8.51836   1.00000
 16.84211  10.66699   1.00000
 17.63158  13.10711   1.00000
 18.42105  13.13578   1.00000
 19.21053  13.19732   1.00000
 20.00000  11.35397   1.00000
