  5.00000   4.97299   1.00000
  5.78947   4.21331   1.00000
  6.57895   5.53191   1.00000
  7.36842   3.98347   1.00000
  8.15789   6.83209   1.00000
  8.94737   4.93896   1.00000
  9.73684   6.87355   1.00000
 10.52632   7.14293   1.00000
 11.31579   6.85091   1.00000
 12.10526  10.92445   1.00000
 12.89474   7.84955   1.00000
 13.68421   9.31456   1.00000
 14.47368  10.33280   1.00000
 15.26316   8.41641   1.00000
 16.05263  11.36867   1.00000
 16.84211  10.29890   1.00000
 17.63158  11.82830   1.00000
 18.42105  10.29666   1.00000
 19.21053  10.57573   1.00000
 20.00000  13.20980   1.00000
