  5.00000   4.97251   1.00000
  5.78947   6.25290   1.00000
  6.57895   5.53192   1.00000
  7.36842   3.76183   1.00000
  8.15789   6.15638   1.00000
  8.94737   6.97644   1.00000
  9.73684   6.78721   1.00000
 10.52632   7.80596   1.00000
 11.31579   6.54768   1.00000
 12.10526   5.85237   1.00000
 12.89474   8.89360   1.00000
 13.68421   8.69289   1.00000
 14.47368   8.74994   1.00000
 15.26316   9.69635   1.00000
 16.05263  10.07311   1.00000
 16.84211  10.57817   1.00000
 17.63158   9.46121   1.00000
 18.42105  10.01934   1.00000
 19.21053  11.80881   1.00000
 20.00000  11.89900   1.00000
