  5.00000  10.69007   1.00000
  5.78947  13.89750   1.00000
  6.57895  15.77940   1.00000
  7.36842  18.17807   1.00000
  8.15789  18.54053   1.00000
  8.94737  18.67000   1.00000
  9.73684  23.52024   1.00000
 10.52632  21.58097   1.00000
 11.31579  24.67044   1.00000
 12.10526  26.83166   1.00000
 12.89474  28.33058   1.00000
 13.68421  29.85728   1.00000
 14.47368  31.15165   1.00000
 15.26316  33.82909   1.00000
 16.05263  32.39263   1.00000
 16.84211  35.08093   1.00000
 17.63158  36.84370   1.00000
 18.42105  37.61927   1.00000
 19.21053  40.42567   1.00000
 20.00000  42.09231   1.00000
