  5.00000  12.00000   1.00000
  5.78947  13.57895   1.00000
  6.57895  15.15789   1.00000
  7.36842  16.73684   1.00000
  8.15789  18.31579   1.00000
  8.94737  19.89474   1.00000
  9.73684  21.47368   1.00000
 10.52632  23.05263   1.00000
 11.31579  24.63158   1.00000
 12.10526  26.21053   1.00000
 12.89474  27.78947   1.00000
 13.68421  29.36842   1.00000
 14.47368  30.94737   1.00000
 15.26316  32.52632   1.00000
 16.05263  34.10526   1.00000
 16.84211  35.68421   1.00000
 17.63158  37.26316   1.00000
 18.42105  38.84211   1.00000
 19.21053  40.42105   1.00000
 20.00000  42.00000   1.00000
