  5.00000  13.62134   1.00000
  5.78947  12.60256   1.00000
  6.57895  16.31033   1.00000
  7.36842  15.99289   1.00000
  8.15789  19.18783   1.00000
  8.94737  19.35748   1.00000
  9.73684  22.32590   1.00000
 10.52632  23.47426   1.00000
 11.31579  24.61872   1.00000
 12.10526  25.25243   1.00000
 12.89474  27.27056   1.00000
 13.68421  28.33632   1.00000
 14.47368  30.93211   1.00000
 15.26316  33.31670   1.00000
 16.05263  35.62257   1.00000
 16.84211  34.89841   1.00000
 17.63158  36.68741   1.00000
 18.42105  40.86204   1.00000
 19.21053  40.77929   1.00000
 20.00000  41.80907   1.00000
